x,y
85.9,1.0486e-11
86,1.10953e-11
86.1,1.15883e-11
86.2,1.19612e-11
86.3,1.22114e-11
86.4,1.23377e-11
86.5,1.23401e-11
86.6,1.22198e-11
86.7,1.19792e-11
86.8,1.16219e-11
86.9,1.11527e-11
87,1.05772e-11
87.1,9.90225e-12
87.2,9.1356e-12
87.3,8.28575e-12
87.4,7.36198e-12
87.5,6.37422e-12
87.6,5.33291e-12
87.7,4.24894e-12
87.8,3.13351e-12
87.9,1.99803e-12
88,8.53986e-13
88.1,-2.87167e-13
88.2,-1.41411e-12
88.3,-2.51578e-12
88.4,-3.58148e-12
88.5,-4.60096e-12
88.6,-5.56456e-12
88.7,-6.46325e-12
88.8,-7.28875e-12
88.9,-8.03356e-12
89,-8.69109e-12
89.1,-9.25568e-12
89.2,-9.72263e-12
89.3,-1.00883e-11
89.4,-1.035e-11
89.5,-1.05062e-11
89.6,-1.05564e-11
89.7,-1.05011e-11
89.8,-1.0342e-11
89.9,-1.00817e-11
90,-9.72371e-12
90.1,-9.27263e-12
90.2,-8.73384e-12
90.3,-8.11358e-12
90.4,-7.41883e-12
90.5,-6.65724e-12
90.6,-5.83704e-12
90.7,-4.96697e-12
90.8,-4.05617e-12
90.9,-3.11411e-12
91,-2.15047e-12
91.1,-1.17503e-12
91.2,-1.97621e-13
91.3,7.7203e-13
91.4,1.72436e-12
91.5,2.65007e-12
91.6,3.54022e-12
91.7,4.38632e-12
91.8,5.18039e-12
91.9,5.91505e-12
92,6.5836e-12
92.1,7.18005e-12
92.2,7.69917e-12
92.3,8.13659e-12
92.4,8.48876e-12
92.5,8.75303e-12
92.6,8.92766e-12
92.7,9.01178e-12
92.8,9.00548e-12
92.9,8.90971e-12
93,8.72631e-12
93.1,8.45798e-12
93.2,8.10823e-12
93.3,7.68135e-12
93.4,7.18235e-12
93.5,6.61691e-12
93.6,5.99131e-12
93.7,5.31237e-12
93.8,4.58738e-12
93.9,3.82398e-12
94,3.03017e-12
94.1,2.21413e-12
94.2,1.3842e-12
94.3,5.48764e-13
94.4,-2.83815e-13
94.5,-1.10529e-12
94.6,-1.9076e-12
94.7,-2.68296e-12
94.8,-3.42394e-12
94.9,-4.1235e-12
95,-4.7751e-12
95.1,-5.37275e-12
95.2,-5.91103e-12
95.3,-6.3852e-12
95.4,-6.79116e-12
95.5,-7.12557e-12
95.6,-7.38581e-12
95.7,-7.57003e-12
95.8,-7.67716e-12
95.9,-7.70689e-12
96,-7.65971e-12
96.1,-7.53685e-12
96.2,-7.34028e-12
96.3,-7.07268e-12
96.4,-6.73744e-12
96.5,-6.33855e-12
96.6,-5.88061e-12
96.7,-5.36876e-12
96.8,-4.80863e-12
96.9,-4.20627e-12
97,-3.56808e-12
97.1,-2.90077e-12
97.2,-2.21126e-12
97.3,-1.50662e-12
97.4,-7.94023e-13
97.5,-8.06178e-14
97.6,6.2649e-13
97.7,1.32033e-12
97.8,1.99415e-12
97.9,2.64143e-12
98,3.25601e-12
98.1,3.83211e-12
98.2,4.36437e-12
98.3,4.84795e-12
98.4,5.27852e-12
98.5,5.65233e-12
98.6,5.96622e-12
98.7,6.21767e-12
98.8,6.40481e-12
98.9,6.52641e-12
99,6.58191e-12
99.1,6.57143e-12
99.2,6.49572e-12
99.3,6.35618e-12
99.4,6.15483e-12
99.5,5.8943e-12
99.6,5.57776e-12
99.7,5.20892e-12
99.8,4.79196e-12
99.9,4.33151e-12
100,3.83258e-12
